Bio,Grades
He can mirror in pass protection and takes good angles that help him get to his zone-blocking responsibilities. He's a worker bee who can use technique and effort to win more snaps than he should against more talented players. He can be an NFL backup with the potential to become a starter.,5.80
"Raw but athletic tight end with above-average leaping ability and open-field talent to stress defenses vertically. While he played in-line and standing, he looked much more comfortable as a stand-up tight end. Sifrin could improve rapidly with a committed approach and NFL coaching, but he has a very limited career window due to his age, which could push him way down on some draft boards.",5.80
"The frame of a guard and the skill set of a guard probably means Smith will end up moving to guard. His hands need work, but with power as his calling card and the ability to hide some of his athletic deficiencies by moving him inside, he has a good shot of getting drafted and fighting for a backup spot.",5.80
"Spaight played two years of JUCO football and started just two games as a junior at Arkansas. This past season was his first as a full-time starter and he is still learning the nuances of the position. He's physical and productive between the tackles, but might be limited when asked to make plays on the perimeter.",5.80
"Gangly cornerback with spindly legs but a willingness to play physically and with great energy and effort. Swann doesn't play tightly enough in coverage or make enough plays on the ball to be a starting cornerback and doesn't have the size to transition to safety full time, but he's versatile and highly competitive and has a legitimate shot to make a team.",5.80
"Trinca-Pasat is a three-year starter who saw his productivity take a big jump his senior season thanks to a more aggressive scheme and consistency of effort. His play traits are worthy of draft consideration, but his lack of size will be something that will have to be countered with scheme. He works inside the construct of a defensive scheme exceptionally well and defensive coaches will love his hustle.",5.80
NA,NA
"Tull uses smarts, skill and toughness to dominate his level of competition. Tull has the athleticism to play outside linebacker in an odd front and his relentless nature and ability to outplay expectations could make him an NFL surprise.",5.80
Former high school wide receiver who still plays the game with a wide receiver's mindset rather than a tight end's. Must get tougher and more physical to become a serviceable in-line blocker but that might not happen. Underutilized in Auburn's limited passing game and could become a much more productive move tight end in the pros than he was in college.,5.80
"All-purpose running back with an ability to hit big plays from time to time, but no value as an every-down player. Some teams might view Williams as a luxury talent with minimal value due to his lack of size and natural position fit, while other teams will see him as a chess piece that they can deploy to create mismatches and use to stress defenses. His kick-return ability adds value, but there's likely a ceiling on just how highly he will be drafted.",5.80
"Williams is a big, talented athlete who is still finding his way as a running back. He seemed almost content to lose his job in 2014 and teams will be turning over every rock looking for information on his character. As a one-cut runner with exceptional burst and rare physical traits, Williams could become a very good starter in a zone-based scheme, but his floor is very low based on character and scheme fit.",5.80
"When evaluators look at small-school prospects, they want to see them dominate that level of competition and that is exactly what Zenner was able to do. Zenner is more fast than sudden and might be best-suited in a one-cut scheme. His production, size and speed will generate plenty of discussion in draft meetings.",5.80
NA,NA
"Base end in college who might lack the natural pass-rushing ability or strength at the point of attack to play defensive end in the NFL. Barnes appears to have enough athleticism to transition to 3-4 outside linebacker, but he must improve his hand usage and become more skilled as a pass rusher to fit into a 3-4 role.",5.60
NA,NA
Phone-booth fighter with scheme limitations. Has strength to handle himself in a power-based scheme and is technically sound in pass protection. Ability to play center and guard gives him a decent shot of making an NFL roster.,5.60
"A newly converted tight end who was a short-yardage specialist and red-zone brute for the Sooners as a quarterback. Bell was looked over by scouting community during the regular season, but he has flashed sure hands and shown improvement as a blocker and could have an NFL future if a team is willing to be patient with him.",5.60
Angular cornerback with easy moving hips and feet to mirror and match off the line of scrimmage. He's not big enough to press and could get mismatched by size or rushing attacks if moved to the slot. Has the traits to make an NFL roster as a backup.,5.60
NA,NA
"Competitive and aggressive sub-package corner with man-cover skills and a willingness to do what is necessary to stay on the field. His size likely puts a ceiling on his draft stock, but the tape should have teams giving him a draftable grade.",5.60
NA,NA
"Has NFL size and NFL intangibles but might not possess the necessary physical traits to project into a starter's role in the NFL. His competitiveness, intelligence and production will matter more to teams that are less reliant on traits-based quarterbacks. Might be looking at a career as a quality backup.",5.60
NA,NA
"Technically sound player who lacks the desired burst and pass-rush skills to be a full-time defensive end and needs more bulk to play inside. Chickillo could use more length, but with his arm extension and strength at the point of attack, he could find his way as a backup strong-side defensive end in a 4-3.",5.60
NA,NA
"Daniels suspension and then dismissal over academic dishonesty will need to be looked into, but the tape shows a receiver who is still learning to run better routes and maximize his size. Daniels lacks plus athleticism or speed and missing an entire year of football puts him behind in his wide receiver studies. His production and size could get him a look but he will likely need time to sharpen his skills as a receiver before he is ready to contribute.",5.60
"Davis does his best work after the throw is in the air, with terrific awareness and body control. His problem is that he doesn't do anything special before the throw to get open. He doesn't have the feet or acceleration to free himself, so he will have to learn to body up defenders more effectively and become special with his hands in order to be an NFL backup.",5.60
NA,NA
"Used as a 3-4 outside backer at times and as a defensive end when Alabama goes to it's even front, Dickson has adequate skills as a pass rusher, but is average to below average against the run. Dickson doesn't feature the explosive, athletic traits to be a pass rushing specialist and might not have enough strength at the point of attack to be an every down defensive end.",5.60
NA,NA
"If he can get back to his level of play from 2013, then he is a draftable player who has movement and power traits that give him a chance to earn playing time in the NFL. Dieffenbach's 2014 tape will scare many teams and his medicals will be closely scrutinized, but his recovery and potential might be worth a late-round pick.",5.60
NA,NA
"Has the lower body of a defensive end, but lacks the talent and athleticism to make that his home. Has enough strength at the point of attack to be a 3-4 defensive end but is unlikely to be a plus play against the run or pass from that position.",5.60
NA,NA
"Tall safety with average instincts and average speed to chase throws over the top and range from hash to sideline. Eskridge plays with enough desire as a tackler to warrant a draft pick, but he’s got to prove that he has a bankable skill in the box or in coverage to go along with his size.",5.60
NA,NA
"Active, physical safety with short-area coverage ability and a willingness to get his hands dirty near the line of scrimmage. Geathers has the talent to play in the league but he makes too many mistakes to be trusted just yet and might need a year or two of seasoning and development.",5.60
NA,NA
Explosive athlete with only one year of experience at defensive end after transitioning from wide receiver. Gwacham lacks the functional strength to play the run and he's still in the infant stages of learning how to rush the passer. His desire and character combined with his superb physical traits could make him a late-round project who teams show patience with as he gets bigger and continues to learn the position.,5.60
"Hackett has limited speed and is thinner than desired for the position. He has some holes in coverage and isn't going to come up and thump as a run supporter, but there are some personnel men that think highly of him as a potential playmaker at the next level.",5.60
"Isn't going to get teams excited with his size, play speed or hands, but he's willing to do whatever is asked of him and flashes enough potential to be viewed as a developmental prospect.",5.60
"Lanky ""system quarterback"" lacking a strong arm and an ability to create plays outside of the pocket. Halliday shows an adequate level of football intelligence and has enough accuracy to warrant a draft pick. One positive is that he has clearly improved over the last two seasons and might continue on the same track once he works into an NFL system. A role as a backup might be his ceiling.",5.60
"Outstanding athlete who dominated the competition on the FCS level with athleticism and sound technique. Hamilton's lack of length could force him inside and once there, he must prove he's strong enough to handle himself. His athleticism and steady technical work might put him ahead of the curve as far as zone-running teams are concerned and his best position could well be center if he's able to snap it.",5.60
"Young, soft-bodied prospect who is best suited to play guard in the NFL. Tape doesn't always treat Hart kindly, but his issues in pass protection as a tackle won't be same issues he faces in the NFL as a guard. While he has physical limitations, Hart is a competitive player who flashes NFL power potential.",5.60
"Heinicke has the ball placement and accuracy of an NFL backup when he's protected and dealing, but his small stature combined with his inability to drive the ball and make NFL throws could be hard to overcome once he gets into an NFL camp. Heinicke must play in a timing-based system to have a chance of being on an NFL roster.",5.60
NA,NA
"Undersized inside linebacker who doesn't use his instincts to play a downhill, attack-oriented brand of football. Herrera has a nose for the ball and a motor that keeps him in most plays, but he lacks the bulk to carry through with his desire to play physically and too much of his tackle production comes down the field. He is best-suited as a backup inside linebacker with an ability to play on kick-coverage teams.",5.60
NA,NA
"High-cut college tackle who could struggle badly in pass protection if left at that position in the pros. If he were a little more athletic, he could be an interesting center prospect in the Chris Myers mold. As an NFL prospect, he won't check off many of the boxes teams are looking for in terms of his natural talent.",5.60
"The change of direction and edge-bending potential are both there, but Hodges is still very raw and lacks the functional strength to set the edge as a 3-4 outside 'backer. He appears to be a project who must live in the weight room in order to be able to become a more complete physical talent.",5.60
"Big, in-line tight end with room on his frame for more muscle, but he's limited by a lack of functional athleticism and a mechanical play demeanor. James isn't a plus receiver with great hands and he lacks the quickness to consistently free himself from man coverage, so he must become a more determined run blocker in order to have a shot at starting in the NFL.",5.60
"Productive, yet limited, three-year starter with a nose for the ball and a willingness to play a physical brand of football. He can be a liability in coverage and will have to be covered up by scheme, but he's an absolute bulldog around the line of scrimmage and can play on special teams right away.",5.60
"Called a ""self-made man"" and ""tremendously tough"" by his head coach. Rarely gives the opposing offensive lineman a snap off, but his game is based on good hand work and raw effort rather than athleticism and raw talent. If Larsen can add more weight, he might be able to become a rotational defensive end in a 3-4 defense.",5.60
NA,NA
"An ""X"" receiver in college who will likely be forced into the slot based on lack of desired size and speed. Has NFL hands, but his lack of physical traits might make it tough to overcome concerns about work ethic and well-traveled background.",5.60
"Limited, dime-a-dozen running back who will get some attention from teams for his willingness to stick his nose into blitzers and protect the quarterback on third downs. Has just three kickoff returns over last two seasons, so he's likely a camp body who must find a way to shine with limited reps.",5.60
NA,NA
Loves football and brings physicality and competitiveness to each snap. Limited in coverage and as a functional athlete. His best bet is to make it as a situational sub and core special-teamer.,5.60
NA,NA
"Mbu will outwork many of the defensive tackles in this draft, but the question is whether his effort level can make up for his inability to dominate against the run or as a pass rusher. Mbu's football character and size give him a shot to make an NFL team.",5.60
"The instincts, confidence and competitiveness are all there, but his coverage skills need major work and his lack of size could preclude him from making a living near the line of scrimmage. He has the mental makeup, but comes up a little short on the physical side. His desire and instincts give him a shot to make a roster, but he needs to add more bulk.",5.60
NA,NA
NA,NA
"He doesn't have the length or athleticism to make it as an NFL tackle, so he he'll likely have to make the switch to guard. Has smarts and hands to play guard or center, but his lower body power must improve. With coaching, Miller could be a serviceable interior backup.",5.60
NA,NA
"Morse relies on timing, instincts and angles to get guys blocked as a tackle on the college level but might lack the arm length and functional athleticism to play tackle in the pros. If he moves inside to guard, his toughness will serve him well, but he's not a power player and must prove that he can sustain his block and positioning to be an effective run blocker.",5.60
NA,NA
"Competes and plays with toughness and above-average play strength for his size, but needs more bulk to play defensive end. Will likely be slotted as a 3-4 SAM outside linebacker but lacks the twitch to be a full-time player.",5.60
NA,NA
"After a couple of productive college seasons, Norwood saw his playing time and production slashed in 2014 due to competition at the position. While he has the hands and the toughness, scouts believe he is a limited receiver who needs a good workout to get back on draft radars.",5.60
"Fireplug with a good motor and an ability to find gaps and drive upfield through them. He's missing the size and brute strength necessary to consistently handle himself in phone booth battle so he will have to play in a one-gap, upfield defense. He has the look of a penetrating nose who will have to start his career as a backup.",5.60
"Nzeocha has a tremendous amount of athleticism and speed, but his instincts for the game must be developed and sharpened before he can be trusted as a full-time starter. His potential and ceiling are exciting (provided he recovers from injury), but he's the textbook definition of project. Like the Eagles' Bryan Braman, he has the length and speed to become a highly effective special-teams player.",5.60
"Aggressive box safety with adequate ability in man coverage underneath. However, he could struggle if asked to cover downfield. Parms charges downhill -- he will race to the action against the run and is a reliable tackler. He's almost too disciplined in his approach and doesn't have the instincts or willingness to cheat in coverage to create more opportunities for plays on the ball.",5.60
"Raciti had a big sophomore season but struggled when he was shifted to a 3-4 defense as a junior. In 2014, Raciti moved back to a 4-3 and attacked upfield again. Raciti has to go up or down in weight because he's not big enough to survive at the point of attack on the inside. Some evaluators see value in Raciti slimming down and bouncing outside to a 3-4 strong-side linebacker spot.",5.60
"Rasco doesn't have the pass-rush talent to draw a great deal of excitement leading up to the draft, but he keeps his eyes glued to the backfield and he is rarely out of position. Rasco can use his toughness, football acumen and quickness to compete for a spot with a blitz-happy, complex defense as a 3-4 OLB.",5.60
Compact running back with squatty lower body and a short-striding style that allows him to get to his top speed quickly in the open field. Robinson appears to be lacking an NFL burst and the shiftiness needed to create more yardage for himself on the second level. He has good short-area footwork and is effective as a pass-catcher but is lacking a differentiating talent from the rest of the backs in this draft.,5.60
NA,NA
"Decorated four-year punter with outstanding size, and consistent accuracy and touch when needed. Despite having just one punt blocked during time at Baylor, he might need to speed things up when he hits the next level.",5.60
NA,NA
"Physical box safety with good meat on the bones and a willingness to play physical football. Sample is stymied by his lack of football experience which plays into his lack of instincts and coverage talent at his position. Sample shows good play speed and ability to range, but needs more time to develop into a more complete player.",5.60
NA,NA
"Saxton has traits that have opened the eyes of some scouts. He can run and has the length and hands of an NFL tight end. His biggest draft obstacle is that his willingness and/or ability to compete as a run blocker limits his value to a team. Saxton needs to get bigger and show a greater commitment to improving all facets of his game. For now, he is a developmental prospect with athletic traits.",5.60
NA,NA
"An undersized, move quarterback who can make plays outside of the pocket. Has enough arm to threaten defenses over the top. Though up and down at times, Sims has demonstrated enough potential to warrant a look as an NFL backup in a draft class sorely lacking in quarterback prospects.",5.60
NA,NA
"Effort-based interior lineman with a willingness to try and outwork opponents on every snap. Doesn't play with desired level of strength or athleticism of a quality NFL center, but has some position versatility and enough toughness to make a roster.",5.60
NA,NA
NA,NA
"Heady inside linebacker mindful of assignments in scheme-oriented Stanford defense. Nothing special about his size, athleticism or competitiveness on tape and lack of downhill metrics could limit his draft prospects despite his steady play. Has backup potential in the league.",5.60
"Taylor is a productive, outside-the-numbers vertical threat with an ability to sting a defense after the catch. Needs work, but is a plus athlete with great height and an ability to separate. Must prove he can get off press coverage and play stronger in order to become viable NFL receiver.",5.60
"Long, angular cornerback with a willingness to tackle and an understanding of how to play the game, but his lack of functional speed could doom him at cornerback in the NFL. If he can fill out his thin frame with more muscle, he might have a shot at transitioning to safety, but his body type doesn't look ready for that move just yet.",5.60
NA,NA
"Teams will be forced to draft Trail on projection rather than tape. While his production looks good on paper, Trail never stands out as a dominant force. He failed to flash at the Senior Bowl as a defensive player but took some reps near the goal line as a tight end, which could be his best chance to make a team and stick in the league.",5.60
"Could get pushed into the fullback genre when, in reality, he's a running back and an instinctive one at that. Varga's ability to run and catch gives him a shot at the back end of a depth chart, but he might have to show he can take snaps as a move fullback and shine on special teams to make an NFL team.",5.60
NA,NA
"Vitabile has shorter than desired arm length for an NFL frame. His lack of length could hurt his ability to  sustain blocks and get into nose tackles first. Run blocking could be a series of stalemates for him, but he has balance and anchor to be capable pass blocker and should compete for a roster spot.",5.60
NA,NA
NA,NA
"High school speedster who appears to have lost a step since his 2012 knee injury, but who is still quick enough and athletic enough to find the open spaces and make yards after the catch. While his injury history could very well be a draft deterrent, White's talent should get him a look and give him a shot to make a team. He might have to return kicks to prove his worth early on.",5.60
"High-cut developmental prospect at defensive tackle who plays with the motor and toughness that teams will love, but he is still in need of more seasoning and growth. As he competes against better competition, he could show quite a bit of improvement.",5.60
NA,NA
"Fills the stat sheet, but is missing traits associated with becoming a starting linebacker in the NFL. He is an average athlete with average speed and loses leverage in his run responsibilities. He's a willing chaser and he's around the action, so a move to the WILL outside 'backer spot might make the most sense in order to limit his liability against downhill rushing attacks.",5.60
NA,NA
"Andrews is a three-year starter and a quality football player. He's a consistent performer who will have to find a fit with a zone scheme rushing attack because of his lack of NFL mass and power. Andrews has enough skill to play in the league, but his small frame will be a non-starter for some teams.",5.50
"Bibbs flashed some productivity with the Cyclones over the last two seasons, but he is a below-average athlete without eye-catching potential as a run blocker. Bibbs will have to prove he can be a viable NFL blocker to make it as a tight end and he might end up getting a look as a fullback.",5.50
NA,NA
"Space-eater who can eat blocks up but won't spit out much production. Is a liability as a pass rusher and might need to add more mass to lock in as a pure, two-gap nose who can help to keep linebackers clean.",5.50
NA,NA
"A mauler who will have to kick down from right tackle to guard due to his lack of functional athleticism in pass protection. His struggles with changing direction and handling active defenders and twists will still be a problem inside. Bond is unable to block in space, so he will likely be confined to competing for a spot on a power-run-only team.",5.50
NA,NA
"Brown has experience at both tackle and guard, but he'll be limited to playing guard in the NFL. Brown doesn't show much potential to be a block-winner as a pro, but he has enough size and ability to get into a camp and compete for a backup spot.",5.50
NA,NA
"Slot receiver lacking suddenness to get open against man coverage underneath, but with a second gear to find separation on deep throws. Clay's size and playmaking ability as a receiver aren’t going to do much for most teams, but his return ability gives him a shot at making a team.",5.50
NA,NA
"It isn't easy to maintain a starting position for four years in the SEC unless a player is competitive and tough. Day's competitive nature, toughness and football intelligence give him a shot, but his lack of athleticism could make it difficult for him to finish assignments consistently as a pro.",5.50
"Delaire could add weight and look to become a base end in a 4-3, but he flashed the athleticism and strength to warrant a look as an edge-setting 3-4 outside linebacker with explorable traits as a pass rusher. His NFL Scouting Combine and personal workouts might determine whether or not he is drafted.",5.50
NA,NA
"Burly and thick through his middle, DePriest needs plays to unfold in front of him to play at his best. With offenses becoming matchup-oriented, DePriest's value to an NFL team could be diminished. Best-suited as a two-down ILB in a 3-4 defense.",5.50
"Edwards has the size to be an NFL back and he was a consistent producer within his conference, but his marginal play speed and tendency to drift towards the line of scrimmage could cause him to get captured more quickly than desired for a starting running back. He has the traits to be a backup, but must show special teams ability and improved pass protection.",5.50
"Productive run-pass quarterback who was forced to carry a substantial percentage of the offensive success on his shoulders. His confidence and accuracy dipped in 2014 and he lacks the poise and arm to become a starter in the league. He's a willing learner and has a chance to be a third quarterback with ""package"" potential thanks to his toughness as a runner.",5.50
"Fowler plays a dying position and doesn't offer elite blocking downhill or on the move. His ability to catch the ball and be a core special-teams player makes him a viable contender for a roster spot, even though it might be as an undrafted free agent.",5.50
"Heady player with potential position versatility, but lacking an area where he truly excels. His foot quickness and movement skill will appeal to zone-scheme teams but he must improve his strength and ability in pass protection if he wants to be anything more than a backup.",5.50
"With his burst to the ball and ability to cover, Hager would be best suited for a 4-3 defense looking for an athletic linebacker who can make plays outside of his area. Hager might end up a late-round pick, but teams like his production and chase traits.",5.50
"Undersized runner with a big back's fearlessness. Hart is a gritty, determined player who fought his way back from two injuries to the same knee and a lack of playing time at Alabama before transferring. He was highly productive in his one year at Colorado State, but could have a hard time making a roster due to his lack of size and pro-caliber quickness.",5.50
NA,NA
"His lack of athleticism and skill as a pass rusher could hurt his draft stock, but Ifedi has the strength and toughness to be considered as a left end with run-stopping potential in a 4-3 defense.",5.50
"Kilgo's frame carries his weight well, but he's missing the power necessary to play the nose. Kilgo rarely threatens the gap as a penetrator and he struggles to hold up against double teams. Kilgo's lack of aggressive temperament and pure strength could make him a tough sell on draft day.",5.50
NA,NA
"Very good athlete whose background as a basketball player is obvious in his body control and positioning. Has good hands and is tough to bring down but will need time to develop against a higher level of competition, despite his potential to play in the league.",5.50
"Decorated Division II tackle prospect who might have to move to center to have any shot in the NFL. As an NFL guard, Manhart would be athletic enough for a zone scheme, but NFL scouts have grave concerns about his ability to drop anchor and handle power from the inside. Manhart could be a late-round target or priority free agent with practice-squad potential as a center.",5.50
NA,NA
"Came into UCLA as a heralded five-star recruit and is leaving school after three seasons with just eight starts including none this past season. McCarthy has size that will plant him on some draft boards, but he lacks skill as a pass rusher and hasn't proved that he can venture from a phone booth to make plays. McCarthy's knees will need to be checked closely, but the bigger concern could be his weight problems and whether or not he has the desire to do what it takes to be a player in the league.",5.50
NA,NA
"Can line up in a variety of spots. Offers formation versatility and a willingness to do the dirty work as a blocker. He won't do much on the ground after the catch, but he has reliable hands and the competitive temperament to give himself a legitimate shot of making a roster, likely for a West Coast offense.",5.50
"The production is impressive. It warrants attention and accolades, but the tape shows an alarming inconsistency of effort and competitive fire. Pruitt won't be considered a plus athlete for the position by NFL standards, so he must crank up the motor and keep it running -- especially when asked to block since that might be his way onto a team.",5.50
He's a man-cover cornerback with willingness to tackle and below-average instincts and awareness. Riley lacks the twitch to recover when beaten and his instincts aren't good enough to put him into position to make plays on the ball. Needs more film study and will likely need time on a practice squad to have a shot.,5.50
NA,NA
"Russell will frustrate NFL teams because he has many of the physical traits they covet, but he doesn't do enough with them. With just 8.5 sacks over the last three years, his production won't interest most teams, but his potential might.",5.50
"Difficult projection due to running-lane limitations with below-average blocking in front of him. Appears to have decent top-end speed to go with legitimate twitch and could get a look as a slot receiver, similar to the move the Patriots' Julian Edelman made out of Kent State.",5.50
NA,NA
NA,NA
"Washington's lower body could use more bulk, but as a 3-4 OLB, he has enough play strength. He's technically proficient against the run on the edge and should continue to improve as a pass rusher with more work in that area during camps. Washington lacks dynamic qualities against the run or pass, but should be able to get into a camp.",5.50
NA,NA
NA,NA
"Versatile linebacker with good play speed and a motor that teams look for. While Ball's play clearly improved from 2013 to 2014, his physical issues will be tough to overcome by draft day. He overcame losing both of his parents before the age of 10 as well as brain surgery in 2011, so he's no stranger to adversity and perseverance. Ball might have to attempt to beat the odds once again and make a roster via the undrafted-free-agent route.",5.40
NA,NA
"Possesses the size and raw athleticism to warrant a look and the tape suggests that he could open some eyes with quickness and explosion numbers. Barnes doesn't play like an instinctual end at this time, but the traits are intriguing even though he appears to be a project at this point.",5.40
Rank-and-file college starter at left tackle. Effort player who has marginal functional strength and issues with movement. Doesn't appear to have the traits or talent to make it in the NFL.,5.40
NA,NA
"Has the leadership, toughness and intelligence, but lacks the height, arm and accuracy to rate as anything more than a third quarterback in the league.",5.40
NA,NA
"Big back who doesn't usually run like it and rarely imposes his will on second-level tacklers. Content to do just enough to get by, according to key evaluators in the league, and his loss of playing time was about effort and work ethic, which isn't going to sit well with NFL teams. Brown's size gives him a shot, but he doesn't have the creativity as a runner to make it if power isn't his calling card in the NFL.",5.40
Outside receiver with limited speed and athleticism who is heavily reliant upon his outstanding hands. Unlikely to be able to be able to find separation on the next level without requisite quickness.,5.40
NA,NA
Phone-booth run blocker who shows an understanding of angles and footwork to overcome his slow feet and get to the edge against speed. Cofield lacks the athleticism and anchor that NFL teams are looking for from a starting offensive lineman and Cofield's ceiling might be as an NFL backup on the right side.,5.40
NA,NA
"Cox used his speed to dominate at the JUCO level, but he wasn't able to post the same level of production while at Mississippi State. Cox doesn't show much anticipation in the run or passing games and doesn't have the frame or functional level of physicality teams look for from their safeties. While he is expected to post some big numbers at the combine, the tape isn't as kind to him.",5.40
NA,NA
"Has the look of an NFL starter until the tape starts running. Has some physical traits, but play demeanor, competitiveness and a lack of consistent production could overrule perceived ""potential."" Must have a big offseason to reestablish his draft stock.",5.40
NA,NA
"Has great size working from the slot, but doesn't show enough speed or separation ability to inspire enough confidence that he will get selected on size alone. His hands look like they are NFL-ready until the tape reveals his noticeable struggles to secure the low throw. He's a possession receiver who can make some things happen against zone coverage, but he's limited beyond that.",5.40
NA,NA
"Productive college runner who gives a good, honest effort each time out, but he's dependent upon scheme and strong blocking to help him get yardage. Dyer lacks the athleticism and speed to be an explosive NFL threat and, with very little on his resume as a pass-catcher, making a roster could be a challenge.",5.40
NA,NA
"Looks the part, but has limitations in terms of instincts and overall nose for the ball. He's a physical inside linebacker with pass-rush and pass-coverage limitations. He might get a look based on measurables.",5.40
NA,NA
"Possesses the size, but lacks the speed, route sharpness and hands that are desired from the position. He has some ability, but might need to work his way up the ladder to get a legitimate shot.",5.40
NA,NA
"Smallish with a thin build, Henderson was more productive and confident as a junior. Teams will be less concerned with his lack of play strength than they will with his lack of ball skills and overall instincts. Some of his issues are coachable, which means he should make it into a camp if he runs well.",5.40
NA,NA
"Herring will flash, but there just isn't enough tape showing consistency or productivity to value the ""flash"" beyond the surface. Herring lacks the size and consistent explosion into the gaps to forecast him as anything more than a backup, at best.",5.40
NA,NA
"Tight-hipped, straight line cornerback-turned-safety who has a nose for getting in on tackles, but who lacks the athleticism and cover skills teams will be looking for from starting safeties. Jefferson's best shot could be to improve his instincts from safety spot, become a trusted tackler and make a name for himself on special teams.",5.40
NA,NA
"Compact running back with power in his lower body to break tackles and extend runs, but he's not a chain-moving power runner with a desire to punish tacklers. Tape shows borderline athletic ability as a pro with little to no value as a third-down back, which limits his draft value.",5.40
NA,NA
Outside receiver who lacks the athleticism and route sharpness to be anything more than a vertical receiver who tries to win with size and ball skills down the field. Lack of deep speed will make becoming an NFL receiver a difficult task unless he's able to create more separation through route running.,5.40
NA,NA
An athletically limited safety with the demeanor to play near the line of scrimmage but currently lacks the bulk to do so consistently as a tackler. Technique needs a ton of work in coverage and could limit his ability to make a roster until he improves in that area.,5.40
NA,NA
"A game-managing pocket passer with arm strength that is below the desired NFL level. Must play in timing-
based offense. Mason displays the football intelligence, accuracy and poise worthy of an NFL camp. Must prove his intangibles can overcome his lack of arm.",5.40
NA,NA
"Early entrant to the draft who has NFL-ready size, but is lacking NFL-caliber strength. Moore doesn't play with enough bend to be able to mitigate those strength issues with technique, and his feet are very average in the run game.",5.40
NA,NA
"Tough, instinctive inside linebacker with a great feel for where the play is going but limitations on converting instincts into tackles. Doesn't disengage well enough to be a roster factor and must take more chances on getting to the spot first to have a shot to make a team.",5.40
NA,NA
Athletic fullback who can be used in the play-action passing game out of the backfield. Neighbors plays with patience and intelligence and could have a role on special teams as well.,5.40
"Rail-thin slot receiver at the next level, but missing the suddenness and ""after-the-catch"" talent desired for that position. Getting drafted might be a long shot, but his kick-return numbers will have teams taking a close look at him as a specialist.",5.40
NA,NA
"Was able to keep punts from finding the end zone, but was inconsistent with how he struck the ball and his directional punting.",5.40
NA,NA
"A JUCO transfer lacking athleticism to play on the left side, Poole might get a shot at right tackle but is better suited for a move inside. With more strength and experience, Poole has a shot to make a practice squad and potentially work his way up the ladder.",5.40
Riddick played out of position as a five-technique in West Virginia's defense and was simply not big enough for the position. His burst upfield is undeniable and he could become a practice-squad project as a 3-4 outside linebacker or a wide-9 in an even front with upfield potential.,5.40
NA,NA
"Old-school blocking back who will have a hit or two each game that wows the crowd and gets his teammates fired up. He often charges in head-first and with a lowered head, so his success rate can vary greatly from game to game. Lack of pass-catching background hurts his chances.",5.40
NA,NA
"Played right tackle at Boston College, but is better suited to be a guard due to his power and lack of foot quickness. Silberman has some physical limitations, but he has the balance and natural power that should intrigue NFL teams.",5.40
"Big-bodied defensive tackle who could find a home as a two-gapping nose guard in a 3-4. Simon is 24 years old and is coming off of a knee injury, but he has noticeable power and shows potential to slow the run in the middle of a defense. He needs much better pad level and plenty of coaching for his potential to be unlocked.",5.40
NA,NA
"Average athletic traits with decent ball skills but a substantial deficiency in play strength. West Virginia peppered Smith with hitches to wide receiver Kevin White and Smith was unable to respond favorably. He can make it into a camp, but likely lacks enough meat on his bones to become a roster factor.",5.40
NA,NA
NA,NA
"Scouts say Stanford coaches have nice things to say about Vaughters as a teammate, but tape work shows too many athletic deficiencies to overcome and his draft position might reflect that as well.",5.40
NA,NA
"Only had 20 catches during 2014 season and tape shows a player who isn't even remotely draftable. Medicals will be combed over at the NFL Scouting Combine, but if his health checks out, he could become a practice-squad penny stock with a chance to pay off down the road when fully healthy.",5.40
NA,NA
Tall receiver with marginal deep speed but a plus ability to challenge for the deep ball and come down with it thanks to his long arms and body control. He doesn’t have the quickness or route running to free himself underneath so he needs to find an offense that allows him to play downfield and win with size.,5.40
NA,NA
NA,NA
Lacks the athleticism to play outside and the strength to be a guard in the NFL.,5.10
NA,NA
"While Brindza was hurt by poor snaps on a couple of his misses, he simply had a down year for accuracy. His ability to hit kickoffs with some force as well as be a serviceable emergency punter could help his cause.",5.10
NA,NA
Interesting pass-catcher out of the backfield with more agility and ability after the catch than expected. Burton lacks functional size and run-blocking acumen necessary to be a full-time fullback in a zone-scheme offense and will have to prove to be invaluable as a special-teams player in order to warrant a roster spot as an H-back.,5.10
NA,NA
"Clark has mid-round talent, but his arrest and prior indiscretions make it unlikely that teams will be willing to draft him. If he gets everything sorted out, he has a shot at getting into a camp.",5.10
"JUCO transfer considered to be a player with personal and football character issues by those in the know. Rumor has it some teams are considering Clear for a conversion to tackle, but the tape doesn't present a player who is physical enough to handle that switch. With almost no production to fall back on, Clear's best shot could be as a camp invite.",5.10
NA,NA
"Stiff, limited tackle-only prospect lacking the core strength and leverage to play inside.",5.10
NA,NA
Average size and athleticism with no physical or explosive traits showing up on tape to hang his hat on.,5.10
NA,NA
"Davis is a big, reliable target who simply falls well below the NFL standard for functional play speed at the wide receiver position. Maybe he will surprise at his workouts, but the tape doesn't show a player who can get much separation with necessary athleticism. He might not be strong enough to handle it, but additional weight on his frame could make him a candidate for a shot as a move tight end.",5.10
NA,NA
"His overall length will be intriguing for some NFL teams. He seems to lack the power to move defenders in the run game and his feet are very average as a pass protector. The talent doesn't appear to be draftable, but the length might be enough to get a bite.",5.10
NA,NA
